review_time,positive_review,negative_review,problems_solved,rating
"Sep 12, 2019",The most thing I like here the easy way to apply for jobs with just one clickReview collected by and hosted on G2.com.,"actually, till now there is nothing need to be dislikedReview collected by and hosted on G2.com.",when I called a lifesaver I mean what I say when I lost my job I get hired right awayReview collected by and hosted on G2.com.,5
"Aug 30, 2019",The friendly user interface of the app. The emails I get from them about alertsReview collected by and hosted on G2.com.,Nothin it’s the site I use. Just keep doing the good hobReview collected by and hosted on G2.com.,I got a job through this site. Many interviews lined upReview collected by and hosted on G2.com.,5
"Dec 30, 2019",The option to find different optionof different jobsReview collected by and hosted on G2.com.,"I don't dislike anything, it has useful optionsReview collected by and hosted on G2.com.",The ability to see an option option of jobsReview collected by and hosted on G2.com.,5
"Jul 12, 2019","We started using ziprecruiter this year. Super easy interface. Lots of pre-screening options and recruiting services. Super happy with the experience and the great team, in two days I received more than 35 applications, it make easy for me to hire employees faster, ziprecruiter has integrated helpful features to help employers really find good talent and I love the email template capabilities.Review collected by and hosted on G2.com.","nothing yet, I'll probably need more time to find something but nothing yetReview collected by and hosted on G2.com.",Tier III Support,5
"Aug 23, 2019",The auto matches helps me filter through and eliminate unnecessary postings. Saves me a ton of time and energy!Review collected by and hosted on G2.com.,Sometimes the matches aren’t quite right but that is due to my job title... ex I’m a mental health therapist and am getting physical therapist positions....Review collected by and hosted on G2.com.,Always keeping up to date with the demand in my field.Review collected by and hosted on G2.com.,5
"Sep 03, 2019",They keep there self up to date with all jobs in your area and also let you know how likely you will get a response  has been successful so far for me.Review collected by and hosted on G2.com.,I honestly have nothing bad to say great job zip recruiterReview collected by and hosted on G2.com.,None at this time.Review collected by and hosted on G2.com.,5
"Sep 18, 2019",I like that I receive emails with different jobs in my inbox daily to help me stay current with my search. I also like that my resume is stored making a one click apply a breeze.Review collected by and hosted on G2.com.,So far I have not encountered anything I dislike.Review collected by and hosted on G2.com.,The benefits are you can see the salaries and wages jobs are offering as well as being matched to similar jobs they believe may be a good fit based off prior applications and your resume.Review collected by and hosted on G2.com.,5
"Aug 21, 2019",It lets you know as soon as there is a position available that fits your experience.Review collected by and hosted on G2.com.,"That sometimes when you apply it doesn’t go to a direct employer, it goes through a hiring agency.Review collected by and hosted on G2.com.",Getting my name out there and average information about the employers.Review collected by and hosted on G2.com.,5
"Nov 09, 2019",Lots of applicants when posting a job and the search engine is easy to use for low level recruitersReview collected by and hosted on G2.com.,Not being able to use Boolean search strings and seeing the same resumes over and over on job postingsReview collected by and hosted on G2.com.,I have filled multiple low and high level positions using ZipRecruiter for clients in multiple industries.Review collected by and hosted on G2.com.,4.5
"Sep 12, 2019",I can rapidly apply to plenty of jobs in a short amount of time.Review collected by and hosted on G2.com.,Ziprecruiter seems to be only good for applying to jobs and not actually getting a call from employers.Review collected by and hosted on G2.com.,ZipRecruiter has allowed me to apply to jobs in my minimal free time.Review collected by and hosted on G2.com.,5
"Nov 24, 2019",The implementation of ZipRecruiter is not hard.,I love the fantastic features of ZipRecruiter.,It is the best.Review collected by and hosted on G2.com.,5
"Sep 23, 2019","Once you create your resume,(which is snap with their site assistance) applying for the position you filter is a breeze!  I have had great success with this site as have numerous friends who I recommended.  Thank you LinkedIn for my career.Review collected by and hosted on G2.com.",Nothing to dislike!  It does everything for you at the tap of your finger.Review collected by and hosted on G2.com.,The problems are non existent.  The benefits are plentiful!  They each opportunities I would have never obtained alone.Review collected by and hosted on G2.com.,5
